#clusterid,dmel,num_FBGNs,flag_singleton
124,FBgn0010014,2,0
124,FBgn0015614,2,0
125,FBgn0040364,1,1
126,FBgn0033020,1,1
127,FBgn0032948,1,1
129,FBgn0038834,1,1
132,FBgn0035852,1,1
133,FBgn0023417,1,1
134,FBgn0004034,1,1
135,FBgn0003141,1,1
136,FBgn0000551,1,1
137,FBgn0003076,1,1
138,FBgn0015558,1,1
140,FBgn0026573,1,1
141,FBgn0038607,1,1
142,FBgn0036325,1,1
143,FBgn0026178,2,0
143,FBgn0051082,2,0
144,FBgn0038084,1,1
145,FBgn0029657,1,1
146,FBgn0035670,1,1
147,FBgn0039403,1,1
148,FBgn0031111,1,1
150,FBgn0033705,3,0
150,FBgn0037454,3,0
150,FBgn0053202,3,0
151,FBgn0032448,1,1
152,FBgn0010225,1,1
153,FBgn0039856,1,1
155,FBgn0030444,1,1
156,FBgn0033715,1,1
157,FBgn0005639,1,1
158,FBgn0036126,1,1
159,FBgn0040892,1,1
160,FBgn0030913,1,1
162,FBgn0001323,2,0
162,FBgn0037012,2,0
163,FBgn0034962,1,1
165,FBgn0038786,1,1
166,FBgn0030096,1,1
167,FBgn0037724,1,1
168,FBgn0000303,1,1
169,FBgn0036800,1,1
170,FBgn0052675,1,1
171,FBgn0053766,1,1
172,FBgn0040696,1,1
173,FBgn0051301,1,1
174,FBgn0032614,1,1
175,FBgn0034861,1,1
176,FBgn0010501,1,1
177,FBgn0005666,1,1
178,FBgn0039401,1,1
179,FBgn0039293,1,1
180,FBgn0034907,1,1
181,FBgn0032123,1,1
183,FBgn0029755,1,1
184,FBgn0033097,1,1
185,FBgn0030588,2,0
185,FBgn0030589,2,0
186,FBgn0029996,1,1
187,FBgn0038312,1,1
188,FBgn0033814,1,1
189,FBgn0003480,1,1
190,FBgn0031439,1,1
191,FBgn0030748,1,1
192,FBgn0034490,1,1
193,FBgn0052679,1,1
194,FBgn0015618,1,1
195,FBgn0052225,1,1
196,FBgn0011566,1,1
197,FBgn0034968,1,1
198,FBgn0020258,1,1
199,FBgn0030296,1,1
200,FBgn0035331,1,1
201,FBgn0034903,1,1
202,FBgn0035083,1,1
203,FBgn0014388,1,1
204,FBgn0039084,1,1
205,FBgn0015610,1,1
206,FBgn0020278,1,1
207,FBgn0050159,1,1
208,FBgn0061435,1,1
209,FBgn0031055,1,1
210,FBgn0035038,1,1
211,FBgn0027793,1,1
212,FBgn0038860,1,1
213,FBgn0039514,1,1
214,FBgn0037711,1,1
215,FBgn0003254,1,1
216,FBgn0038461,2,0
216,FBgn0038462,2,0
218,FBgn0037219,1,1
219,FBgn0022699,4,0
219,FBgn0022935,4,0
219,FBgn0035690,4,0
219,FBgn0035691,4,0
220,FBgn0020236,1,1
221,FBgn0036004,1,1
222,FBgn0054018,1,1
224,FBgn0040348,1,1
225,FBgn0033257,1,1
226,FBgn0027094,1,1
228,FBgn0030101,1,1
229,FBgn0052628,1,1
230,FBgn0037165,1,1
231,FBgn0011336,2,0
231,FBgn0031149,2,0
232,FBgn0034618,1,1
234,FBgn0031952,1,1
235,FBgn0022338,1,1
236,FBgn0051869,1,1
237,FBgn0027538,1,1
238,FBgn0038208,3,0
238,FBgn0051327,3,0
238,FBgn0051533,3,0
239,FBgn0011832,47,0
239,FBgn0025378,47,0
239,FBgn0028866,47,0
239,FBgn0028917,47,0
239,FBgn0029826,47,0
239,FBgn0031058,47,0
239,FBgn0031406,47,0
239,FBgn0031409,47,0
239,FBgn0032549,47,0
239,FBgn0032551,47,0
239,FBgn0034147,47,0
239,FBgn0034221,47,0
239,FBgn0034807,47,0
239,FBgn0035795,47,0
239,FBgn0038351,47,0
239,FBgn0038892,47,0
239,FBgn0039108,47,0
239,FBgn0039418,47,0
239,FBgn0039703,47,0
239,FBgn0040341,47,0
239,FBgn0042186,47,0
239,FBgn0042187,47,0
239,FBgn0042188,47,0
239,FBgn0050002,47,0
239,FBgn0050083,47,0
239,FBgn0050087,47,0
239,FBgn0050088,47,0
239,FBgn0050090,47,0
239,FBgn0050091,47,0
239,FBgn0050098,47,0
239,FBgn0050283,47,0
239,FBgn0050286,47,0
239,FBgn0050287,47,0
239,FBgn0050288,47,0
239,FBgn0050289,47,0
239,FBgn0050414,47,0
239,FBgn0051681,47,0
239,FBgn0052374,47,0
239,FBgn0052376,47,0
239,FBgn0052755,47,0
239,FBgn0052834,47,0
239,FBgn0053225,47,0
239,FBgn0053458,47,0
239,FBgn0053459,47,0
239,FBgn0053461,47,0
239,FBgn0053465,47,0
239,FBgn0069056,47,0
240,FBgn0031413,1,1
241,FBgn0015609,3,0
241,FBgn0023096,3,0
241,FBgn0032655,3,0
242,FBgn0030893,1,1
243,FBgn0041706,1,1
244,FBgn0036573,1,1
246,FBgn0001180,1,1
247,FBgn0004403,2,0
247,FBgn0004404,2,0
248,FBgn0031643,1,1
249,FBgn0037013,1,1
250,FBgn0003863,7,0
250,FBgn0010357,7,0
250,FBgn0010358,7,0
250,FBgn0010359,7,0
250,FBgn0010425,7,0
250,FBgn0050025,7,0
250,FBgn0050031,7,0
251,FBgn0032036,1,1
252,FBgn0000242,2,0
252,FBgn0032196,2,0
253,FBgn0024196,1,1
254,FBgn0030234,1,1
255,FBgn0038181,1,1
256,FBgn0032189,1,1
257,FBgn0033475,1,1
258,FBgn0004567,1,1
259,FBgn0037832,1,1
260,FBgn0004493,1,1
262,FBgn0031093,1,1
263,FBgn0040766,1,1
265,FBgn0034258,1,1
266,FBgn0030757,2,0
266,FBgn0036714,2,0
267,FBgn0024986,1,1
268,FBgn0037981,1,1
269,FBgn0035563,1,1
270,FBgn0051231,1,1
271,FBgn0031864,1,1
272,FBgn0004049,1,1
273,FBgn0050100,1,1
274,FBgn0036133,1,1
275,FBgn0017556,1,1
277,FBgn0038858,1,1
278,FBgn0039427,1,1
279,FBgn0000216,1,1
281,FBgn0033103,1,1
283,FBgn0043472,1,1
284,FBgn0031493,1,1
285,FBgn0033866,1,1
286,FBgn0020909,1,1
288,FBgn0031529,1,1
289,FBgn0036365,1,1
290,FBgn0011774,1,1
291,FBgn0020307,1,1
292,FBgn0036044,1,1
293,FBgn0036338,1,1
294,FBgn0030332,2,0
294,FBgn0038878,2,0
295,FBgn0033304,1,1
296,FBgn0040734,1,1
297,FBgn0032637,1,1
298,FBgn0050489,2,0
298,FBgn0053503,2,0
299,FBgn0052108,1,1
300,FBgn0035238,1,1
301,FBgn0033982,1,1
302,FBgn0052499,1,1
303,FBgn0051174,1,1
304,FBgn0038672,1,1
305,FBgn0030050,1,1
306,FBgn0032368,1,1
308,FBgn0039182,1,1
309,FBgn0015270,1,1
310,FBgn0036927,1,1
311,FBgn0052264,1,1
312,FBgn0039758,1,1
313,FBgn0032968,1,1
314,FBgn0031991,1,1
316,FBgn0024991,2,0
316,FBgn0031856,2,0
317,FBgn0037831,1,1
318,FBgn0028847,1,1
319,FBgn0030997,1,1
320,FBgn0005695,1,1
321,FBgn0002626,1,1
323,FBgn0038441,3,0
323,FBgn0038442,3,0
323,FBgn0038443,3,0
324,FBgn0051457,1,1
325,FBgn0004828,25,0
325,FBgn0014857,25,0
325,FBgn0051613,25,0
325,FBgn0053803,25,0
325,FBgn0053806,25,0
325,FBgn0053809,25,0
325,FBgn0053812,25,0
325,FBgn0053815,25,0
325,FBgn0053818,25,0
325,FBgn0053821,25,0
325,FBgn0053824,25,0
325,FBgn0053827,25,0
325,FBgn0053830,25,0
325,FBgn0053833,25,0
325,FBgn0053836,25,0
325,FBgn0053839,25,0
325,FBgn0053842,25,0
325,FBgn0053845,25,0
325,FBgn0053848,25,0
325,FBgn0053851,25,0
325,FBgn0053854,25,0
325,FBgn0053857,25,0
325,FBgn0053860,25,0
325,FBgn0053863,25,0
325,FBgn0053866,25,0
326,FBgn0026593,1,1
327,FBgn0038751,1,1
328,FBgn0033635,1,1
329,FBgn0051374,1,1
330,FBgn0004618,1,1
331,FBgn0032938,1,1
332,FBgn0032791,1,1
333,FBgn0029976,1,1
334,FBgn0028516,1,1
336,FBgn0033812,1,1
337,FBgn0038199,1,1
338,FBgn0003319,1,1
339,FBgn0025627,1,1
340,FBgn0052450,1,1
341,FBgn0032377,1,1
342,FBgn0025712,1,1
343,FBgn0033058,1,1
344,FBgn0035976,1,1
345,FBgn0032000,1,1
346,FBgn0031032,9,0
346,FBgn0031033,9,0
346,FBgn0031034,9,0
346,FBgn0033792,9,0
346,FBgn0038873,9,0
346,FBgn0039091,9,0
346,FBgn0039092,9,0
346,FBgn0039093,9,0
346,FBgn0053337,9,0
347,FBgn0004573,1,1
348,FBgn0035935,2,0
348,FBgn0035937,2,0
349,FBgn0019664,1,1
350,FBgn0000142,1,1
351,FBgn0036935,1,1
352,FBgn0031913,1,1
353,FBgn0015278,1,1
354,FBgn0034868,3,0
354,FBgn0040663,3,0
354,FBgn0040664,3,0
355,FBgn0030594,1,1
356,FBgn0052086,3,0
356,FBgn0053489,3,0
356,FBgn0053490,3,0
357,FBgn0052415,1,1
358,FBgn0029006,1,1
360,FBgn0032366,1,1
361,FBgn0038524,1,1
362,FBgn0039688,1,1
363,FBgn0027049,1,1
364,FBgn0031086,1,1
365,FBgn0050179,1,1
366,FBgn0030900,1,1
367,FBgn0039732,1,1
368,FBgn0002921,3,0
368,FBgn0028854,3,0
368,FBgn0050048,3,0
369,FBgn0037197,1,1
370,FBgn0025621,1,1
371,FBgn0035140,1,1
372,FBgn0038259,1,1
373,FBgn0051226,1,1
374,FBgn0025117,1,1
375,FBgn0050149,1,1
376,FBgn0034191,1,1
378,FBgn0036196,1,1
379,FBgn0041239,1,1
381,FBgn0038872,1,1
382,FBgn0035707,1,1
383,FBgn0052699,1,1
384,FBgn0052220,1,1
385,FBgn0027580,1,1
386,FBgn0035797,1,1
388,FBgn0038484,1,1
389,FBgn0041210,1,1
390,FBgn0036286,1,1
391,FBgn0036511,1,1
392,FBgn0020493,1,1
393,FBgn0052193,1,1
394,FBgn0038183,1,1
396,FBgn0015229,1,1
397,FBgn0042111,1,1
399,FBgn0033673,1,1
400,FBgn0034224,1,1
401,FBgn0036068,1,1
402,FBgn0033464,1,1
403,FBgn0038811,1,1
404,FBgn0030979,1,1
406,FBgn0035381,1,1
407,FBgn0023531,1,1
408,FBgn0016930,1,1
409,FBgn0035287,1,1
410,FBgn0029838,1,1
411,FBgn0012049,2,0
411,FBgn0035403,2,0
412,FBgn0035835,1,1
413,FBgn0028331,1,1
414,FBgn0030955,1,1
415,FBgn0005616,1,1
416,FBgn0010403,1,1
417,FBgn0035870,1,1
418,FBgn0035343,1,1
419,FBgn0035253,1,1
420,FBgn0034443,1,1
421,FBgn0053322,1,1
422,FBgn0033583,1,1
423,FBgn0043043,1,1
424,FBgn0030503,1,1
425,FBgn0036896,1,1
426,FBgn0003321,1,1
427,FBgn0040666,1,1
428,FBgn0037217,1,1
429,FBgn0003312,1,1
430,FBgn0028887,1,1
431,FBgn0004595,1,1
432,FBgn0001145,1,1
433,FBgn0027588,1,1
434,FBgn0066292,2,0
434,FBgn0066293,2,0
435,FBgn0036911,1,1
436,FBgn0037502,1,1
437,FBgn0023511,1,1
438,FBgn0036770,1,1
439,FBgn0052687,1,1
440,FBgn0038818,1,1
441,FBgn0035498,2,0
441,FBgn0036688,2,0
442,FBgn0033902,1,1
444,FBgn0028648,1,1
445,FBgn0044047,1,1
446,FBgn0001226,1,1
447,FBgn0038426,1,1
448,FBgn0031071,1,1
449,FBgn0026664,1,1
450,FBgn0042125,2,0
450,FBgn0042127,2,0
451,FBgn0025702,1,1
452,FBgn0024807,1,1
453,FBgn0004243,1,1
455,FBgn0040236,1,1
456,FBgn0038638,1,1
457,FBgn0015336,1,1
458,FBgn0039569,1,1
459,FBgn0001255,1,1
460,FBgn0031191,1,1
461,FBgn0050391,2,0
461,FBgn0050393,2,0
462,FBgn0052055,1,1
463,FBgn0034624,1,1
464,FBgn0000562,1,1
465,FBgn0034166,1,1
466,FBgn0038980,1,1
467,FBgn0039896,1,1
468,FBgn0053558,1,1
469,FBgn0038194,1,1
470,FBgn0039623,1,1
471,FBgn0033471,1,1
472,FBgn0027549,1,1
473,FBgn0051736,1,1
474,FBgn0051816,1,1
475,FBgn0039307,4,0
475,FBgn0039308,4,0
475,FBgn0039309,4,0
475,FBgn0039310,4,0
476,FBgn0030778,1,1
477,FBgn0025592,1,1
479,FBgn0035189,1,1
480,FBgn0053126,1,1
481,FBgn0033772,1,1
482,FBgn0034331,1,1
483,FBgn0015831,1,1
484,FBgn0038680,3,0
484,FBgn0038681,3,0
484,FBgn0039137,3,0
485,FBgn0004652,1,1
486,FBgn0037928,2,0
486,FBgn0037929,2,0
487,FBgn0036695,1,1
488,FBgn0033518,3,0
488,FBgn0033520,3,0
488,FBgn0033521,3,0
490,FBgn0036831,1,1
491,FBgn0028622,1,1
492,FBgn0037067,1,1
493,FBgn0035798,1,1
494,FBgn0031738,2,0
494,FBgn0032457,2,0
495,FBgn0040079,1,1
496,FBgn0036317,1,1
497,FBgn0030263,1,1
498,FBgn0037121,1,1
499,FBgn0043792,1,1
500,FBgn0034275,2,0
500,FBgn0039736,2,0
501,FBgn0052100,1,1
502,FBgn0000228,1,1
503,FBgn0034423,1,1
504,FBgn0025833,1,1
505,FBgn0027864,1,1
506,FBgn0028743,1,1
507,FBgn0004197,1,1
508,FBgn0039421,1,1
509,FBgn0031698,1,1
510,FBgn0035041,1,1
511,FBgn0030990,1,1
512,FBgn0036410,1,1
513,FBgn0033661,1,1
514,FBgn0037240,1,1
515,FBgn0037220,1,1
516,FBgn0030631,1,1
517,FBgn0030165,1,1
518,FBgn0038700,3,0
518,FBgn0038701,3,0
518,FBgn0038702,3,0
519,FBgn0035022,1,1
520,FBgn0039019,1,1
521,FBgn0052183,1,1
522,FBgn0030941,1,1
523,FBgn0026059,1,1
524,FBgn0050423,1,1
525,FBgn0029580,1,1
526,FBgn0024273,1,1
527,FBgn0029907,3,0
527,FBgn0030431,3,0
527,FBgn0032522,3,0
528,FBgn0030718,1,1
529,FBgn0005648,1,1
530,FBgn0032094,1,1
531,FBgn0003520,1,1
532,FBgn0032525,1,1
533,FBgn0031133,1,1
535,FBgn0032207,1,1
536,FBgn0035730,1,1
537,FBgn0037213,1,1
538,FBgn0051666,1,1
539,FBgn0032629,1,1
540,FBgn0050366,1,1
541,FBgn0032803,1,1
542,FBgn0029801,1,1
543,FBgn0028961,1,1
544,FBgn0039787,1,1
545,FBgn0031959,1,1
546,FBgn0002887,1,1
548,FBgn0004509,1,1
549,FBgn0037638,1,1
550,FBgn0035504,1,1
552,FBgn0023181,1,1
553,FBgn0033850,1,1
556,FBgn0028582,1,1
557,FBgn0039876,1,1
558,FBgn0003598,1,1
559,FBgn0026158,1,1
560,FBgn0037044,1,1
561,FBgn0037915,1,1
562,FBgn0035454,1,1
563,FBgn0034641,2,0
563,FBgn0034642,2,0
564,FBgn0004465,1,1
565,FBgn0034025,1,1
566,FBgn0027548,1,1
567,FBgn0004580,1,1
568,FBgn0036736,1,1
570,FBgn0015625,1,1
571,FBgn0023510,2,0
571,FBgn0023513,2,0
572,FBgn0029167,1,1
573,FBgn0023496,1,1
574,FBgn0036485,1,1
575,FBgn0031010,1,1
576,FBgn0036827,1,1
577,FBgn0026708,2,0
577,FBgn0037988,2,0
578,FBgn0032216,1,1
580,FBgn0039193,1,1
581,FBgn0037147,1,1
582,FBgn0029769,1,1
586,FBgn0032144,1,1
587,FBgn0035989,1,1
588,FBgn0032870,1,1
589,FBgn0040763,1,1
590,FBgn0030788,1,1
591,FBgn0026439,1,1
592,FBgn0039864,1,1
593,FBgn0034577,1,1
594,FBgn0030839,1,1
596,FBgn0038168,1,1
597,FBgn0000261,2,0
597,FBgn0032061,2,0
598,FBgn0019644,1,1
599,FBgn0027360,1,1
600,FBgn0029503,1,1
601,FBgn0051974,1,1
602,FBgn0003334,11,0
602,FBgn0010349,11,0
602,FBgn0013809,11,0
602,FBgn0013810,11,0
602,FBgn0013811,11,0
602,FBgn0013812,11,0
602,FBgn0013813,11,0
602,FBgn0035270,11,0
602,FBgn0035581,11,0
602,FBgn0037726,11,0
602,FBgn0039510,11,0
603,FBgn0034498,1,1
604,FBgn0003328,3,0
604,FBgn0034005,3,0
604,FBgn0034880,3,0
605,FBgn0037137,1,1
606,FBgn0023546,1,1
607,FBgn0034554,1,1
608,FBgn0038655,1,1
610,FBgn0050371,1,1
611,FBgn0030056,1,1
612,FBgn0029915,1,1
613,FBgn0035001,1,1
614,FBgn0031079,1,1
615,FBgn0031174,1,1
616,FBgn0037678,1,1
618,FBgn0040211,1,1
619,FBgn0000165,4,0
619,FBgn0000487,4,0
619,FBgn0033367,4,0
619,FBgn0050110,4,0
620,FBgn0030058,1,1
621,FBgn0013972,1,1
622,FBgn0034695,1,1
623,FBgn0032360,1,1
624,FBgn0026585,1,1
625,FBgn0039682,1,1
626,FBgn0039111,1,1
627,FBgn0033710,3,0
627,FBgn0050046,3,0
627,FBgn0050203,3,0
628,FBgn0030884,1,1
629,FBgn0034792,1,1
630,FBgn0035236,1,1
631,FBgn0052743,1,1
632,FBgn0020545,1,1
