2005UAHS-0081,40712003-CD19
2005UAHS-0081,45029803-CD4
2005UAHS-0081,42674004-CD4
2005UAHS-0081,41219003-CD4
2005UAHS-0081,44181401-CD19
2005UAHS-0081,41037001-CD8
2005UAHS-0081,49598901-CD8
2005UAHS-0081,45065002-CD8
2005UAHS-0081,48096902-CD8
2005UAHS-0081,40712003-CD8
2005UAHS-0081,48995201-CD4
2005UAHS-0081,49111002-CD4
2005UAHS-0081,47559505-CD4
2005UAHS-0081,40901902-CD8
2005UAHS-0081,48795405-CD8
2005UAHS-0081,42844002-CD19
2005UAHS-0081,41393801-CD4
2005UAHS-0081,48009101-CD8
2005UAHS-0081,44968601-CD8
2005UAHS-0081,47631801-CD19
2005UAHS-0081,45587503-CD4
2005UAHS-0081,49329306-CD4
2005UAHS-0081,47862101-CD4
2005UAHS-0081,43832305-CD4
2005UAHS-0081,42853301-CD8
2005UAHS-0081,43237905-CD4
2005UAHS-0081,40359602-CD4
2005UAHS-0081,49367801-CD8
2005UAHS-0081,49429603-CD4
2005UAHS-0081,40190802-CD4
2005UAHS-0081,41037001-CD4
2005UAHS-0081,43649201-CD8
2005UAHS-0081,47794301-CD8
2005UAHS-0081,45079701-CD8
2005UAHS-0081,46392503-CD19
2005UAHS-0081,40914201-CD19
2005UAHS-0081,40773605-CD4
2005UAHS-0081,48986601-CD4
2005UAHS-0081,45360605-CD8
2005UAHS-0081,46392503-CD8
2005UAHS-0081,47315101-CD4
2005UAHS-0081,49367801-CD4
2005UAHS-0081,49429603-CD8
2005UAHS-0081,48984405-CD19
2005UAHS-0081,42844002-CD8
2005UAHS-0081,41515301-CD19
2005UAHS-0081,45029803-CD8
2005UAHS-0081,46323306-CD8
2005UAHS-0081,47120705-CD4
2005UAHS-0081,49313004-CD4
2005UAHS-0081,40914201-CD4
2005UAHS-0081,43266901-CD4
2005UAHS-0081,42053501-CD8
2005UAHS-0081,47705204-CD19
2005UAHS-0081,43237905-CD19
2005UAHS-0081,44659303-CD19
2005UAHS-0081,42448401-CD4
2005UAHS-0081,44517904-CD4
2005UAHS-0081,49313004-CD8
2005UAHS-0081,42552103-CD8
2005UAHS-0081,44010904-CD8
2005UAHS-0081,48456401-CD19
2005UAHS-0081,48840202-CD8
2005UAHS-0081,43233401-CD4
2005UAHS-0081,41530903-CD19
2005UAHS-0081,48096902-CD19
2005UAHS-0081,41515301-CD8
2005UAHS-0081,42469504-CD19
2005UAHS-0081,41630601-CD4
2005UAHS-0081,43832305-CD8
2005UAHS-0081,48368202-CD4
2005UAHS-0081,44143002-CD8
2005UAHS-0081,42776001-CD4
2005UAHS-0081,42053501-CD4
2005UAHS-0081,48614005-CD19
2005UAHS-0081,43751401-CD19
2005UAHS-0081,48995201-CD8
2005UAHS-0081,41804901-CD4
2005UAHS-0081,43932901-CD8
2005UAHS-0081,48840202-CD19
2005UAHS-0081,42674004-CD8
2005UAHS-0081,40876502-CD4
2005UAHS-0081,40969901-CD4
2005UAHS-0081,48986601-CD19
2005UAHS-0081,40190802-CD19
2005UAHS-0081,49937203-CD4
2005UAHS-0081,43486302-CD4
2005UAHS-0081,41515301-CD4
2005UAHS-0081,48368202-CD8
2005UAHS-0081,49055902-CD4
2005UAHS-0081,41193105-CD8
2005UAHS-0081,42145704-CD19
2005UAHS-0081,47631801-CD8
2005UAHS-0081,44099801-CD4
2005UAHS-0081,49257503-CD8
2005UAHS-0081,48614005-CD8
2005UAHS-0081,44354601-CD4
2005UAHS-0081,41570004-CD4
2005UAHS-0081,47794301-CD19
2005UAHS-0081,42212501-CD8
2005UAHS-0081,45079701-CD4
2005UAHS-0081,48984405-CD4
2005UAHS-0081,44305301-CD4
2005UAHS-0081,42668601-CD8
2005UAHS-0081,43196805-CD4
2005UAHS-0081,42426702-CD4
2005UAHS-0081,41630601-CD8
2005UAHS-0081,45841103-CD8
2005UAHS-0081,42448401-CD8
2005UAHS-0081,40359602-CD19
2005UAHS-0081,41778102-CD19
2005UAHS-0081,42448401-CD19
2005UAHS-0081,47975501-CD4
2005UAHS-0081,46722602-CD4
2005UAHS-0081,41193105-CD4
2005UAHS-0081,40712003-CD4
2005UAHS-0081,43099101-CD4
2005UAHS-0081,48840202-CD4
2005UAHS-0081,44123901-CD8
2005UAHS-0081,40190802-CD8
2005UAHS-0081,47794301-CD4
2005UAHS-0081,42668601-CD4
2005UAHS-0081,44143002-CD4
2005UAHS-0081,44659303-CD8
2005UAHS-0081,49329306-CD8
2005UAHS-0081,45360605-CD4
2005UAHS-0081,48995201-CD19
2005UAHS-0081,40876502-CD8
2005UAHS-0081,43751401-CD8
2005UAHS-0081,42954005-CD8
2005UAHS-0081,46221203-CD4
2005UAHS-0081,46927305-CD8
2005UAHS-0081,42145704-CD4
