featureID	effect_AUM2073	pval_AUM2073	effect_CB4856	pval_CB4856	effect_Combo	pval_Combo	effect_CX11314	pval_CX11314	effect_DL238	pval_DL238	effect_KJ550	pval_KJ550	effect_N2	pval_N2	effect_NS	pval_NS	effect_NInoN2	pval_NInoN2	effect_RB2011	pval_RB2011	effect_RB2055	pval_RB2055	effect_RB2347	pval_RB2347	effect_RB2550	pval_RB2550	effect_CM	pval_CM	effect_UGT	pval_UGT	effect_UGT49	pval_UGT49	effect_UGT60	pval_UGT60	effect_VC1265	pval_VC1265	effect_VC2524	pval_VC2524	flag_sig05_COMBO_path	flag_sig05_VC1265	direction_VC1265	flag_sig05_DL238	direction_DL238	flag_sig05_UGT60	direction_UGT60	dir_pd_vs_strain_Combo	sum_flag_sig05_strain_4_Combo	flag_sig05_NS_path	flag_sig05_CB4856	direction_CB4856	flag_sig05_CX11314	direction_CX11314	dir_pd_vs_strain_NInoN2	sum_flag_sig05_strain_4_NInoN2	flag_sig05_N2	direction_N2	dir_pd_vs_strain_NI	sum_flag_sig05_strain_4_NI	flag_sig05_CM_path	flag_sig05_KJ550	direction_KJ550	flag_sig05_RB2347	direction_RB2347	flag_sig05_AUM2073	direction_AUM2073	flag_sig05_VC2524	direction_VC2524	dir_pd_vs_strain_TCA	sum_flag_sig05_strain_4_TCA	flag_sig05_UGT_path	flag_sig05_RB2055	direction_RB2055	flag_sig05_RB2550	direction_RB2550	flag_sig05_RB2011	direction_RB2011	flag_sig05_UGT49	direction_UGT49	dir_pd_vs_strain_UGT	sum_flag_sig05_strain_4_UGT	ms2_id	min_height	mean_sn	max_right_on_left_assymetry	clique	mean_right_on_left_assymetry	isotopic_pattern_annot	min_mz	min_sn	max_rt	mean_rt_cor	raw_isotopic_pattern	rt	min_right_on_left_assymetry	min_rt_cor	mean_peakwidth	mean_mz	min_peakwidth	max_sn	mz	max_height	max_rt_cor	min_rt	mean_height	neutral_mass	num_clustered_ms2	min_intensity	mean_rt	main_peak	max_peakwidth	max_mz	num_detection	annotations	mean_intensity	max_intensity	total_detection	rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks_ppm	medianAbsoluteMassErrorFragmentP	massErrorPrecursor_ppm_	ionMass	retentionTimeInSeconds	id
met_2848	0.510643	0.318307	0.243203	0.67749	0.189908	0.527749	0.286529	0.582955	-0.391904	0.441641	0.548025	0.345162	0.111433	0.836361	0.045772	0.864562	0.024186	0.937678	-0.26055	0.659561	0.740571	0.146529	0.015522	0.975004	0.025543	0.959341	0.375357	0.098656	0.363472	0.138558	0.765853	0.176824	0.51616	0.386854	0.491841	0.302735	0.357298	0.469174	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0		13414.29004	9.9460E+11	inf	100	inf		970.6972	1.0487E+02	7.22	7.18852954		7.19	0.250192412	7.145427276	0.121107762	970.6981	0.073598171	1.0000E+12	970.6981	1834521.125	7.21553833	7.15	597659.7182	969.6907909		48696.33529	7.19	[m+h]+	0.166681123	970.6989	185	[m+h]+	2672021.407	8787113.627	185																
met_285	0.797873	0.120116	-0.20445	0.747932	0.139155	0.649709	0.10605	0.839009	0.342345	0.527803	0.320162	0.549908	-0.139788	0.798539	0.045231	0.871068	0.109876	0.734303	0.149717	0.79683	0.307172	0.554077	0.157846	0.736013	-0.316863	0.536667	0.177914	0.424835	-0.171696	0.491538	-1.120693	0.058074	0.026237	0.965476	0.054423	0.90779	-0.40859	0.428971	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	4663_(e30)	115597.7734	1.0000E+12	3.331837123	7	1.654803173		1243.0990	1.0000E+06	4.81	4.789969349		4.79	0.713824227	4.765855769	0.110813083	1243.1004	0.064296243	1.0000E+12	1243.1004	10175342	4.806055635	4.77	3293551.574	1242.093073	1	296051.5015	4.79	[m+h]+	0.147219106	1243.1013	196	[m+h]+	10106189.6	29003506.58	196																
met_2850	-0.397231	0.437798	0.037756	0.949032	0.230343	0.455754	-0.775555	0.141945	0.776024	0.168576	-0.50304	0.355117	-0.176612	0.743286	-0.064221	0.816619	-0.023962	0.940817	0.56158	0.351921	-0.495165	0.323871	0.908203	0.090052	0.658717	0.197391	-0.114981	0.615739	0.151723	0.534152	-0.019633	0.971505	0.174703	0.764795	-0.122591	0.796967	-0.402716	0.422241	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0		42464.50781	8.4706E+11	17.99907096	100	1.379341919		983.8463	4.6259E+00	7.25	7.197100664		7.20		7.135236742	0.166800203	983.8473	0.036776175	1.0000E+12	983.8472	1970463.25	7.246962428	7.14	687742.8114	982.8399674		234375.5445	7.20	[m+h]+	0.221548334	983.8480	168	[m+h]+	4461563.925	13378460.32	170																
met_286	1.038143	0.050717	-0.064537	0.917109	0.185656	0.545081	0.098251	0.850698	0.425902	0.430269	0.323115	0.548351	-0.052552	0.923187	0.112997	0.682933	0.170447	0.59551	0.221165	0.703538	0.422228	0.428306	0.120871	0.796474	-0.323829	0.539066	0.209414	0.351849	-0.124689	0.623344	-1.291245	0.032719	0.230201	0.705201	-0.024452	0.958659	-0.293641	0.570907	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	1	pd1074	mix strain & pd1074	1		102042.9453	1.0000E+12	3.66646387	7	1.629656681		1244.1025	1.0000E+06	4.81	4.790015124		4.79	0.795075269	4.763700823	0.105744515	1244.1038	0.055181988	1.0000E+12	1244.1037	8543684	4.80640383	4.76	2726876.066	1243.096469		238980.0839	4.79	[m+h]+	0.156241763	1244.1048	196	[m+h]+	8303593.635	22801394.97	196																
met_2860	-0.029716	0.953067	0.100815	0.861906	0.042283	0.888015	0.333648	0.516428	0.523454	0.307484	0.126874	0.81972	-0.3741	0.48973	0.162944	0.542518	0.336324	0.274427	0.58989	0.321339	-0.028496	0.955288	0.098083	0.836451	-0.655327	0.275928	-0.191242	0.394848	-0.00941	0.970284	-0.062738	0.908419	0.111658	0.850562	-0.41375	0.383117	-0.709036	0.168502	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	2318_(e30)	11338.08105	3.5030E+03	3.200230711	101	1.552026794		782.7233	5.2404E+00	8.10	8.079864324		8.08	0.142719605	8.056257405	0.180802677	782.7241	0.066738026	1.8313E+04	782.7241	812338432	8.104688261	8.06	117487480.6	781.7168607	1	46527.15385	8.08	[m+h]+	0.38568599	782.7247	211	[m+h]+ |[m+h]+ +1|[m+h]+ +2|[m+h]+ +3|[2m+h]+|[2m+na]+ |[2m+na]+ +1	513251160.6	4547080924	211	254	C48H95NO6	[M + H]+	C48H95NO6	1	76.76527285	76.76527285	0	13	0.42892512	-2.798583775	2.798583775	1.895670227	782.7247	491.77	2318_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime491.77scanNumNApre
met_2861	0.072163	0.883509	-1.1475	0.092833	-0.479128	0.135355	-0.435152	0.399039	-0.691579	0.20489	0.203379	0.700744	-0.359945	0.505748	-0.603349	0.03168	-0.693183	0.034899	-0.379152	0.517016	0.022414	0.966249	-0.324989	0.497598	0.219315	0.655324	0.195383	0.378084	-0.468342	0.067433	-1.185898	0.048959	-2.013392	0.00598	0.316875	0.50195	0.772554	0.131422	0	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	1	1	0	pd1074	0	pd1074	all pd1074 direction	0	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	1	pd1074	mix strain & pd1074	2	2946_(e30)	10420.23828	2.4304E+02	inf	101	inf		832.7384	5.2731E+00	8.23	8.184852438		8.19		8.147168355	0.148628615	832.7399	0.028138938	2.3218E+03	832.7400	102838920	8.230717127	8.15	25662839.73	809.7507527	1	15680.40841	8.18	[m+na]+	0.220394307	832.7406	186	[m+h]+|[m+na]+ |[m+na]+ +1	105213758.6	441151631.7	186	1896	C43H76N8O8	[M + H]+	C43H76N8O8	0.370351759	12.90157424	12.90157424	0	4	0.19054493	-3.047444951	3.047444951	-0.465272117	833.5855	444.87	2946_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime444.87scanNumNApre
met_2862	0.045559	0.927814	-0.313456	0.599096	0.034379	0.908346	0.731119	0.177905	0.410114	0.419855	0.31601	0.570797	-0.52881	0.33763	0.108413	0.691855	0.316317	0.315314	0.713749	0.23891	0.04238	0.932862	0.116666	0.803496	-0.664259	0.229584	-0.12988	0.562522	0.031985	0.897507	0.0376	0.944703	0.157856	0.78914	-0.369706	0.434193	-0.7207	0.166535	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	2803_(e30)	10861.24805	1.3876E+02	3.666331354	101	1.094085444	m|m+1.0050_1c13	523.4720	6.4344E+00	8.14	8.081675517	1.0000|0.0896	8.08	0.214207561	8.058779926	0.152773891	523.4722	0.038245057	1.0700E+03	523.4722	33912536	8.139200203	8.06	4373949.462	522.4649373	1	18121.34063	8.08	[m+h]+	0.247997888	523.4725	198	[m+h]+ |[m+h]+ +1	19813011.41	164833431	198	1272	C45H76NO10P	[M + H]+	C45H76NO10P	0.851256281	23.73184631	23.73184631	0	6	0.667114695	-2.287192142	2.287192142	-4.329007249	822.5244	158.49	2803_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime158.49scanNumNApre
met_2863	0.254667	0.60743	0.101059	0.861221	-0.01013	0.973881	0.236492	0.647816	0.615685	0.234387	0.348554	0.524357	-0.398909	0.462025	0.153412	0.567997	0.333033	0.281582	0.377615	0.518729	0.264288	0.613098	0.442896	0.357246	-0.580946	0.331953	-0.100515	0.656048	-0.011762	0.963506	-0.530179	0.350136	0.383473	0.531987	-0.842629	0.089535	-0.692885	0.174168	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	3155_(e30)	23797.04492	9.3897E+10	3.000021646	101	1.453215041		852.8017	6.7291E+00	8.14	8.083847362		8.08	0.222142259	8.055524323	0.148116708	852.8021	0.064296404	1.0000E+12	852.8021	23029576	8.137110471	8.06	8200174.058	851.7948449	1	100250.3082	8.08	[m+h]+	0.21132793	852.8028	213	[m+h]+ |[m+h]+ +1|[m+h]+ +2	35492702.19	126038259.3	213																
met_2864	0.186091	0.709238	0.00273	0.996243	-0.081678	0.791567	0.501866	0.348873	0.476506	0.351843	0.439389	0.424885	-1.233354	0.048514	0.032729	0.906656	0.347948	0.264666	0.281966	0.62767	0.234558	0.653717	0.307519	0.515945	-0.484781	0.381503	-0.096892	0.666374	-0.036857	0.884321	-0.564099	0.324462	0.389306	0.525717	-0.928341	0.063531	-0.441469	0.375572	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	1	pd1074	mix strain & pd1074	1	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	3299_(e30)	18800.51563	3.1915E+11	4.997302439	101	1.641136934		866.8174	5.2621E+00	8.12	8.078816252		8.08	0.283264919	8.057960609	0.125875709	866.8180	0.027599214	1.0000E+12	866.8180	13524925	8.123673591	8.06	5240726.308	865.810693	1	52842.23571	8.08	[m+h]+	0.239187631	866.8186	188	[m+h]+ |[m+h]+ +1	22149661.34	79562735.53	188																
met_2865	-0.426399	0.409922	-0.220695	0.703843	0.061868	0.836726	0.719634	0.173592	0.586225	0.255924	0.030131	0.956138	-0.006559	0.990244	0.297479	0.269593	0.400071	0.199195	0.736636	0.224913	-0.325412	0.530596	-0.006726	0.988577	-0.629842	0.261119	-0.317898	0.160109	-0.006514	0.979396	0.505633	0.358663	-0.197224	0.740849	-0.21214	0.651689	-1.095659	0.043391	0	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	1	pd1074	mix strain & pd1074	1	0	0	pd1074	0	pd1074	0	strain	0	strain	mix strain & pd1074	0		192401.2969	9.9485E+11	7.006935839	101	1.451737893		1560.4141	2.2093E+03	8.11	8.091256868		8.09	0.545456686	8.046135606	0.15718836	1560.4157	0.073512632	1.0000E+12	1560.4159	79320312	8.110536965	8.05	10080317.3	1559.408597		828240.5876	8.09	[m+h]+	0.238762986	1560.4175	194	[m+h]+ |[m+h]+ +1	45056701.58	429826927.7	194																
met_2867	0.38081	0.44631	1.97855	0.009669	0.208573	0.497054	0.320166	0.532133	0.609197	0.241976	0.0268	0.959454	0.661839	0.236191	0.722811	0.010886	0.744025	0.023971	0.23973	0.698951	-0.10713	0.826387	-0.29963	0.531191	0.297089	0.555472	0.01904	0.931871	0.538535	0.037552	2.655356	0.000889	0.966515	0.118128	-0.596063	0.216498	0.676366	0.181831	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	1	1	strain	0	strain	all strain direction	1	0	strain	all strain direction	1	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	1	0	pd1074	0	strain	0	strain	1	strain	mix strain & pd1074	1	708_(e30)	41812.90625	9.9454E+11	inf	101	inf		651.6286	1.9115E+02	8.09	8.063379118		8.06	0.083344513	8.040397074	0.143934545	651.6290	0.036732339	1.0000E+12	651.6290	5182315	8.09032953	8.04	1023507.766	650.6217499	1	218548.7417	8.06	[m+h]+	0.248527107	651.6294	183	[m+h]+	4711110.801	16683439.03	183																
met_2868	0.420445	0.417313	0.448092	0.51502	0.443649	0.153963	0.027918	0.956193	0.415871	0.42641	0.109235	0.836453	0.544368	0.329768	0.336299	0.228083	0.26712	0.406893	-0.591045	0.326079	0.120115	0.813754	0.965255	0.055432	1.178431	0.033049	0.70247	0.002482	0.385495	0.131726	0.935844	0.103701	0.158774	0.80623	0.626149	0.195065	1.512557	0.008391	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	strain	0	strain	all strain direction	0	0	strain	all strain direction	0	1	0	strain	0	strain	0	strain	1	strain	all strain direction	1	0	0	strain	1	strain	0	pd1074	0	strain	mix strain & pd1074	1		99918.20313	7.8344E+11	inf	101	inf		667.6431	1.0905E+01	8.10	8.045316943		8.04	0.333434832	8.017332403	0.125241882	667.6434	0.027547145	1.0000E+12	667.6434	2314291.5	8.104267191	8.02	406137.5983	666.6361326		398348.9302	8.05	[m+h]+	0.184753609	667.6438	155	[m+h]+	1538040.168	6075148.838	157																
met_2869	0.797794	0.120931	0.222897	0.728226	-0.404078	0.181947	-0.754061	0.154341	-0.444239	0.383312	-1.2167	0.050996	0.355266	0.517664	-0.203678	0.459882	-0.391861	0.218763	-0.656948	0.277195	0.102543	0.835666	-0.210926	0.659699	-0.350587	0.478185	-0.239913	0.294681	-0.158132	0.512316	0.096114	0.859173	-0.080988	0.891418	-0.584981	0.229521	-0.258947	0.597865	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	1522_(e30)	141171.1094	1.0000E+12	5.497895818	101	1.452634395		703.6601	1.0000E+06	8.11	8.069085259		8.07	0.384595821	8.045711816	0.117903206	703.6605	0.064306557	1.0000E+12	703.6605	2584960	8.108873742	8.05	1089980.81	702.6532082	1	383266.5216	8.07	[m+h]+	0.18411186	703.6609	194	[m+h]+	4017885.283	9114044.967	194	513	C50H86O	[M + H]+	C50H86O	1	13.57533832	13.57533832	0	4	0.155408294	-3.413216428	3.413216428	2.92204424	703.6772	455.13	1522_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime455.13scanNumNApre
met_287	0.883033	0.088932	-0.122418	0.851681	0.157317	0.616499	0.236394	0.655517	0.392382	0.49089	0.271048	0.610446	-0.154271	0.7784	0.101795	0.721044	0.196711	0.555619	0.150451	0.796498	0.395014	0.446975	0.153146	0.743685	-0.320432	0.531445	0.145087	0.515124	-0.125904	0.615724	-1.222624	0.04091	0.278225	0.651361	-0.079059	0.868071	-0.425597	0.400106	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	1	pd1074	mix strain & pd1074	1		45788.87891	1.0000E+12	5.997458402	7	1.645466452		1245.1059	1.0000E+06	4.81	4.789356806		4.79	0.499183717	4.756663948	0.088321799	1245.1069	0.03678895	1.0000E+12	1245.1069	3654283.25	4.813055271	4.76	1203365.32	1244.099593		93761.01254	4.79	[m+h]+	0.137885995	1245.1080	195	[m+h]+	3535890.361	10328215.82	195																
met_2870	0.548027	0.276072	0.428594	0.519764	-0.209946	0.482883	-0.72606	0.174205	-0.390271	0.443614	-0.184845	0.733529	0.485067	0.376368	-0.11338	0.683412	-0.320455	0.320469	-0.553335	0.351071	0.185286	0.712691	0.080448	0.869138	0.147966	0.765368	0.011649	0.95827	0.016253	0.946359	-0.000173	0.999745	0.180784	0.759856	-0.304648	0.520083	-0.067446	0.8903	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0		62119.42578	1.0000E+12	5.997529608	101	1.455968222		704.6633	1.0000E+06	8.12	8.070892797		8.07		8.044528176	0.095623295	704.6638	0.03674278	1.0000E+12	704.6638	1274266.5	8.115182995	8.04	574071.5532	703.6565611		136258.4883	8.07	[m+h]+	0.165820778	704.6644	190	[m+h]+	1889551.831	4808952.896	190																
met_2871	0.777311	0.139344	0.199371	0.761534	-0.458022	0.132015	-1.10181	0.052558	-0.737011	0.164826	-0.950158	0.119746	0.264931	0.622372	-0.374484	0.186915	-0.620972	0.062995	-0.867002	0.190686	0.133793	0.789313	0.077136	0.869191	0.017906	0.970792	-0.123453	0.587161	-0.078978	0.746319	0.142571	0.792504	-0.151788	0.795179	-0.436058	0.363802	-0.26793	0.585205	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	1654_(e30)	30331.74219	9.4388E+11	2.199815716	101	1.302293116		720.6868	3.0586E+02	8.11	8.06922299		8.07	0.428505963	8.049172635	0.157138433	720.6872	0.091847605	1.0000E+12	720.6872	9085967	8.110431875	8.05	3587524.277	719.6798951	1	124117.6712	8.07	[m+h]+	0.230081737	720.6875	196	[m+h]+	14743793.26	34160303.74	196	852	C46H89NO4	[M + H]+	C46H89NO4	0.986934673	4.381830141	4.381830141	0	2	0.056764831	-4.624953734	4.624953734	4.250401746	720.6895	464.14	1654_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime464.14scanNumNApre
met_2872	0.573822	0.255393	0.197481	0.760735	-0.398824	0.185049	-1.166309	0.040373	-0.584363	0.257942	-0.854254	0.148627	0.406579	0.453708	-0.312647	0.26689	-0.577709	0.079487	-0.85815	0.167394	-0.01874	0.969996	0.17546	0.709837	0.107373	0.826377	-0.125274	0.577455	-0.206004	0.395411	-0.144788	0.789381	-0.412204	0.488407	-0.234835	0.619516	-0.50443	0.31173	0	0	pd1074	0	pd1074	0	pd1074	all pd1074 direction	0	0	0	strain	1	pd1074	mix strain & pd1074	1	0	strain	mix strain & pd1074	1	0	0	pd1074	0	strain	0	strain	0	pd1074	mix strain & pd1074	0	0	0	pd1074	0	strain	0	pd1074	0	pd1074	mix strain & pd1074	0	1659_(e30)	15606.85449	1.0000E+12	3.333904263	101	1.444319588		721.6902	1.0000E+06	8.11	8.068850331		8.07		8.045070703	0.133737103	721.6906	0.027562167	1.0000E+12	721.6906	4264965	8.110080925	8.05	1813961.559	720.6833387	1	55375.06772	8.07	[m+h]+	0.193195096	721.6910	196	[m+h]+	7129228.494	17004900.22	196	2108	C29H57N13O7	[M + Na]+	C29H57N13O7	0.212562814	6.447456529	6.447456529	0	4	0.300442593	-1.85919426	1.85919426	-0.431682067	722.4393	123.33	1659_fused_mgf_07a154d9f255adcda0399b56f2915da8_msLevel2retentionTime123.33scanNumNApre
met_288	0.432414	0.384621	-0.111514	0.849089	0.331901	0.267054	-0.006242	0.990587	0.001765	0.997184	0.425405	0.471997	-0.546471	0.319517	-0.156032	0.562163	-0.03243	0.916381	-0.45903	0.436026	1.27688	0.021166	-0.319773	0.50401	-0.085544	0.868581	0.212751	0.343949	0.307537	0.2184	0.054218	0.920146	0.817058	0.177931	0.332169	0.482743	0.285767	0.564964	0	0	strain	0	strain	0	strain	all strain direction	0	0	0	pd1074	0	pd1074	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	1	strain	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	1	4720_(e30)	74213.79688	1.0000E+12	inf	7	inf		1291.0748	1.0000E+06	4.80	4.777036106		4.78		4.750518958	0.078740807	1291.0766	0.036755355	1.0000E+12	1291.0766	1130205.75	4.798685843	4.75	427218.4954	1290.069371	1	279515.4692	4.78	[m+h]+	0.137804982	1291.0778	147	[m+h]+	1262665.857	4545150.965	147																
met_2880	0.532039	0.302712	0.559881	0.360991	0.257019	0.397344	1.188972	0.041718	0.440013	0.402569	0.48069	0.441177	-0.45978	0.399976	0.400279	0.155934	0.713072	0.030426	0.627952	0.293957	0.334661	0.496886	-0.250235	0.594224	-0.488241	0.354116	0.073434	0.746506	0.314742	0.201593	0.614841	0.268691	0.670624	0.269652	-0.13777	0.769697	-0.01282	0.979522	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	1	strain	all strain direction	1	0	pd1074	mix strain & pd1074	1	0	0	strain	0	pd1074	0	strain	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0		121652.1797	1.0000E+12	6.998668188	101	1.472130033		1460.3602	1.0000E+06	8.08	8.059849454		8.06		8.039795579	0.076589478	1460.3635	0.018364129	1.0000E+12	1460.3637	6295831.5	8.081700416	8.04	1237726.487	1459.356409		269193.3222	8.06	[m+h]+	0.137996684	1460.3653	176	[m+h]+	3325181.736	16517597.83	176																
met_2881	0.780133	0.146904	-0.259567	0.664645	-0.158987	0.604158	0.733766	0.162814	-0.629012	0.253224	0.242032	0.681271	-0.495235	0.365047	-0.13802	0.618039	-0.01491	0.96295	-0.151331	0.798336	0.244975	0.619272	-0.230744	0.622934	-0.0751	0.879809	0.06435	0.77613	0.113218	0.638214	-0.02039	0.969975	0.620283	0.297439	-0.302616	0.520356	0.066611	0.892211	0	0	pd1074	0	pd1074	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	mix strain & pd1074	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0		174903.4375	9.6842E+11	8.996499993	101	1.261022415		1486.3755	4.2620E+01	8.11	8.069922673		8.07	0.124999987	8.015584725	0.094863379	1486.3780	0.036784498	1.0000E+12	1486.3781	1990499.875	8.105983233	8.02	773640.8595	1485.370805		485512.3613	8.07	[m+h]+	0.192847343	1486.3805	95	[m+h]+	2444680.81	7093258.787	95																
met_2882	0.199525	0.68976	0.644245	0.283797	-0.064238	0.830879	-0.653444	0.228619	-0.231303	0.647803	-0.565187	0.302017	0.425148	0.435467	0.006956	0.979664	-0.132879	0.673376	0.008068	0.988883	-0.305956	0.556766	0.143419	0.767099	0.013161	0.978787	-0.013226	0.952751	0.101021	0.681299	0.900162	0.118482	0.004686	0.993781	0.040838	0.931835	0.007334	0.988177	0	0	strain	0	pd1074	0	strain	mix strain & pd1074	0	0	0	strain	0	pd1074	mix strain & pd1074	0	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0	0	0	pd1074	0	strain	0	strain	0	strain	mix strain & pd1074	0		46769.46875	1.0000E+12	inf	101	inf		1524.3930	1.0000E+06	8.13	8.078839684		8.08		8.022046703	0.114595691	1524.3949	0.036740823	1.0000E+12	1524.3948	1353410.75	8.131916027	8.02	547681.9084	1523.387572		139243.7446	8.08	[m+h]+	0.16536493	1524.3972	168	[m+h]+	2194331.927	6070228.055	169																
met_2883	-0.24071	0.6257	0.238606	0.681098	0.118068	0.694381	0.947893	0.080076	0.53324	0.299223	0.246125	0.648696	-0.173908	0.745663	0.392503	0.147099	0.586328	0.061561	1.063456	0.097103	0.177159	0.726245	-0.160801	0.733324	-0.483773	0.331796	-0.252349	0.255128	0.261198	0.293884	0.51208	0.382718	0.48518	0.41038	-0.478931	0.314753	-0.551296	0.275778	0	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	0	0	strain	0	strain	all strain direction	0	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	pd1074	0	pd1074	mix strain & pd1074	0	0	0	strain	0	pd1074	0	strain	0	strain	mix strain & pd1074	0	198_(e30)	137310.6719	9.9265E+11	inf	101	inf		1534.3986	1.7123E+02	8.15	8.076945553		8.07		8.036365311	0.108604527	1534.4007	0.018380654	1.0000E+12	1534.4007	12551079	8.148389364	8.04	1152934.914	1533.393412	1	255310.6072	8.08	[m+h]+	0.192832231	1534.4026	133	[m+h]+	4496797.779	34985001.47	136																
