mel6_geneID,COUNT,PERCENT
FBgn0002936,1,0.0013053978
FBgn0002940,1,0.0013053978
FBgn0002941,1,0.0013053978
FBgn0002985,1,0.0013053978
FBgn0003002,1,0.0013053978
FBgn0003062,1,0.0013053978
FBgn0003076,1,0.0013053978
FBgn0003087,1,0.0013053978
FBgn0003134,1,0.0013053978
FBgn0003231,1,0.0013053978
FBgn0003250,1,0.0013053978
FBgn0003257,1,0.0013053978
FBgn0003267,1,0.0013053978
FBgn0003277,1,0.0013053978
FBgn0003278,1,0.0013053978
FBgn0003279,1,0.0013053978
FBgn0003312,1,0.0013053978
FBgn0003313,1,0.0013053978
FBgn0003357,1,0.0013053978
FBgn0003378,1,0.0013053978
FBgn0003449,1,0.0013053978
FBgn0003462,1,0.0013053978
FBgn0003482,1,0.0013053978
FBgn0003515,1,0.0013053978
FBgn0003687,1,0.0013053978
FBgn0003701,1,0.0013053978
FBgn0003720,1,0.0013053978
FBgn0003886,1,0.0013053978
FBgn0003889,1,0.0013053978
FBgn0003920,1,0.0013053978
FBgn0003923,1,0.0013053978
FBgn0003936,1,0.0013053978
FBgn0003961,1,0.0013053978
FBgn0003977,1,0.0013053978
FBgn0003978,1,0.0013053978
FBgn0004003,1,0.0013053978
FBgn0004034,1,0.0013053978
FBgn0004045,1,0.0013053978
FBgn0004047,1,0.0013053978
FBgn0004050,1,0.0013053978
FBgn0004053,1,0.0013053978
FBgn0004087,1,0.0013053978
FBgn0004106,1,0.0013053978
FBgn0004110,1,0.0013053978
FBgn0004132,1,0.0013053978
FBgn0004172,1,0.0013053978
FBgn0004177,1,0.0013053978
FBgn0004183,1,0.0013053978
FBgn0004185,1,0.0013053978
FBgn0004190,1,0.0013053978
FBgn0004367,1,0.0013053978
FBgn0004372,1,0.0013053978
FBgn0004374,1,0.0013053978
FBgn0004378,1,0.0013053978
FBgn0004436,1,0.0013053978
FBgn0004463,1,0.0013053978
FBgn0004465,1,0.0013053978
FBgn0004507,1,0.0013053978
FBgn0004510,1,0.0013053978
FBgn0004552,1,0.0013053978
FBgn0004569,1,0.0013053978
FBgn0004590,1,0.0013053978
FBgn0004593,1,0.0013053978
FBgn0004597,1,0.0013053978
FBgn0004619,1,0.0013053978
FBgn0004623,1,0.0013053978
FBgn0004629,1,0.0013053978
FBgn0004643,1,0.0013053978
FBgn0004647,1,0.0013053978
FBgn0004650,1,0.0013053978
FBgn0004783,1,0.0013053978
FBgn0004784,1,0.0013053978
FBgn0004837,1,0.0013053978
FBgn0004856,1,0.0013053978
FBgn0004862,1,0.0013053978
FBgn0004880,1,0.0013053978
FBgn0004896,1,0.0013053978
FBgn0004908,1,0.0013053978
FBgn0004911,1,0.0013053978
FBgn0004926,1,0.0013053978
FBgn0005391,1,0.0013053978
FBgn0005585,1,0.0013053978
FBgn0005593,1,0.0013053978
FBgn0005596,1,0.0013053978
FBgn0005613,1,0.0013053978
FBgn0005642,1,0.0013053978
FBgn0005655,1,0.0013053978
FBgn0005664,1,0.0013053978
FBgn0005771,1,0.0013053978
FBgn0008635,1,0.0013053978
FBgn0008636,1,0.0013053978
FBgn0010053,1,0.0013053978
FBgn0010105,1,0.0013053978
FBgn0010109,1,0.0013053978
FBgn0010173,1,0.0013053978
FBgn0010238,1,0.0013053978
FBgn0010278,1,0.0013053978
FBgn0010287,1,0.0013053978
FBgn0010292,1,0.0013053978
FBgn0010339,1,0.0013053978
FBgn0010340,1,0.0013053978
FBgn0010358,1,0.0013053978
FBgn0010391,1,0.0013053978
FBgn0010406,1,0.0013053978
FBgn0010409,1,0.0013053978
FBgn0010421,1,0.0013053978
FBgn0010441,1,0.0013053978
FBgn0010453,1,0.0013053978
FBgn0010590,1,0.0013053978
FBgn0010638,1,0.0013053978
FBgn0010768,1,0.0013053978
FBgn0010803,1,0.0013053978
FBgn0011020,1,0.0013053978
FBgn0011207,1,0.0013053978
FBgn0011211,1,0.0013053978
FBgn0011227,1,0.0013053978
FBgn0011230,1,0.0013053978
FBgn0011232,1,0.0013053978
FBgn0011276,1,0.0013053978
FBgn0011278,1,0.0013053978
FBgn0011291,1,0.0013053978
FBgn0011293,1,0.0013053978
FBgn0011327,1,0.0013053978
FBgn0011335,1,0.0013053978
FBgn0011336,1,0.0013053978
FBgn0011566,1,0.0013053978
FBgn0011573,1,0.0013053978
FBgn0011591,1,0.0013053978
FBgn0011670,1,0.0013053978
FBgn0011692,1,0.0013053978
FBgn0011694,1,0.0013053978
FBgn0011701,1,0.0013053978
FBgn0011704,1,0.0013053978
FBgn0011715,1,0.0013053978
FBgn0011726,1,0.0013053978
FBgn0011743,1,0.0013053978
FBgn0011745,1,0.0013053978
FBgn0011771,1,0.0013053978
FBgn0011802,1,0.0013053978
FBgn0011824,1,0.0013053978
FBgn0011836,1,0.0013053978
FBgn0011854,1,0.0013053978
FBgn0011909,1,0.0013053978
FBgn0011927,1,0.0013053978
FBgn0011957,1,0.0013053978
FBgn0011971,1,0.0013053978
FBgn0011977,1,0.0013053978
FBgn0011980,1,0.0013053978
FBgn0011983,1,0.0013053978
FBgn0011986,1,0.0013053978
FBgn0012058,1,0.0013053978
FBgn0013279,1,0.0013053978
FBgn0013300,1,0.0013053978
FBgn0013308,1,0.0013053978
FBgn0013347,1,0.0013053978
FBgn0013432,1,0.0013053978
FBgn0013435,1,0.0013053978
FBgn0013548,1,0.0013053978
FBgn0013672,1,0.0013053978
FBgn0013673,1,0.0013053978
FBgn0013681,1,0.0013053978
FBgn0013683,1,0.0013053978
FBgn0013685,1,0.0013053978
FBgn0013688,1,0.0013053978
FBgn0013703,1,0.0013053978
FBgn0013717,1,0.0013053978
FBgn0013725,1,0.0013053978
FBgn0013749,1,0.0013053978
FBgn0013762,1,0.0013053978
FBgn0013767,1,0.0013053978
FBgn0013954,1,0.0013053978
FBgn0014000,1,0.0013053978
FBgn0014009,1,0.0013053978
FBgn0014019,1,0.0013053978
FBgn0014022,1,0.0013053978
FBgn0014028,1,0.0013053978
FBgn0014031,1,0.0013053978
FBgn0014075,1,0.0013053978
FBgn0014179,1,0.0013053978
FBgn0014411,1,0.0013053978
FBgn0014427,1,0.0013053978
FBgn0014454,1,0.0013053978
FBgn0014848,1,0.0013053978
FBgn0014849,1,0.0013053978
FBgn0014851,1,0.0013053978
FBgn0014857,1,0.0013053978
FBgn0014861,1,0.0013053978
FBgn0014868,1,0.0013053978
FBgn0014869,1,0.0013053978
FBgn0014879,1,0.0013053978
FBgn0015008,1,0.0013053978
FBgn0015032,1,0.0013053978
FBgn0015038,1,0.0013053978
FBgn0015040,1,0.0013053978
FBgn0015075,1,0.0013053978
FBgn0015229,1,0.0013053978
FBgn0015240,1,0.0013053978
FBgn0015271,1,0.0013053978
FBgn0015283,1,0.0013053978
FBgn0015288,1,0.0013053978
FBgn0015295,1,0.0013053978
FBgn0015296,1,0.0013053978
FBgn0015299,1,0.0013053978
FBgn0015321,1,0.0013053978
FBgn0015360,1,0.0013053978
FBgn0015391,1,0.0013053978
FBgn0015396,1,0.0013053978
FBgn0015527,1,0.0013053978
FBgn0015561,1,0.0013053978
FBgn0015576,1,0.0013053978
FBgn0015582,1,0.0013053978
FBgn0015584,1,0.0013053978
FBgn0015585,1,0.0013053978
FBgn0015615,1,0.0013053978
FBgn0015618,1,0.0013053978
FBgn0015776,1,0.0013053978
FBgn0015805,1,0.0013053978
FBgn0015834,1,0.0013053978
FBgn0015905,1,0.0013053978
FBgn0016013,1,0.0013053978
FBgn0016641,1,0.0013053978
FBgn0016685,1,0.0013053978
FBgn0016691,1,0.0013053978
FBgn0016715,1,0.0013053978
FBgn0017414,1,0.0013053978
FBgn0017424,1,0.0013053978
FBgn0017430,1,0.0013053978
FBgn0017457,1,0.0013053978
FBgn0017482,1,0.0013053978
FBgn0017556,1,0.0013053978
FBgn0017567,1,0.0013053978
FBgn0017577,1,0.0013053978
FBgn0017578,1,0.0013053978
FBgn0017579,1,0.0013053978
FBgn0019644,1,0.0013053978
FBgn0019929,1,0.0013053978
FBgn0019932,1,0.0013053978
FBgn0019936,1,0.0013053978
FBgn0020272,1,0.0013053978
FBgn0020376,1,0.0013053978
FBgn0020388,1,0.0013053978
FBgn0020392,1,0.0013053978
FBgn0020407,1,0.0013053978
FBgn0020416,1,0.0013053978
FBgn0020506,1,0.0013053978
FBgn0020508,1,0.0013053978
FBgn0020616,1,0.0013053978
FBgn0020626,1,0.0013053978
FBgn0020633,1,0.0013053978
FBgn0020641,1,0.0013053978
FBgn0020642,1,0.0013053978
FBgn0020646,1,0.0013053978
FBgn0020764,1,0.0013053978
FBgn0020930,1,0.0013053978
FBgn0021738,1,0.0013053978
FBgn0021825,1,0.0013053978
FBgn0021856,1,0.0013053978
FBgn0021872,1,0.0013053978
FBgn0021875,1,0.0013053978
FBgn0021906,1,0.0013053978
FBgn0022023,1,0.0013053978
FBgn0022213,1,0.0013053978
FBgn0022224,1,0.0013053978
FBgn0022355,1,0.0013053978
FBgn0022359,1,0.0013053978
FBgn0022699,1,0.0013053978
FBgn0022774,1,0.0013053978
FBgn0022935,1,0.0013053978
FBgn0022936,1,0.0013053978
FBgn0022943,1,0.0013053978
FBgn0023143,1,0.0013053978
FBgn0023170,1,0.0013053978
FBgn0023174,1,0.0013053978
FBgn0023175,1,0.0013053978
FBgn0023181,1,0.0013053978
FBgn0023212,1,0.0013053978
FBgn0023477,1,0.0013053978
FBgn0023489,1,0.0013053978
FBgn0023495,1,0.0013053978
FBgn0023496,1,0.0013053978
FBgn0023506,1,0.0013053978
FBgn0023512,1,0.0013053978
FBgn0023514,1,0.0013053978
FBgn0023521,1,0.0013053978
FBgn0023530,1,0.0013053978
FBgn0023542,1,0.0013053978
FBgn0024177,1,0.0013053978
FBgn0024188,1,0.0013053978
FBgn0024191,1,0.0013053978
FBgn0024352,1,0.0013053978
FBgn0024509,1,0.0013053978
FBgn0024542,1,0.0013053978
FBgn0024558,1,0.0013053978
FBgn0024833,1,0.0013053978
FBgn0024887,1,0.0013053978
FBgn0024943,1,0.0013053978
FBgn0024973,1,0.0013053978
FBgn0024986,1,0.0013053978
FBgn0024992,1,0.0013053978
FBgn0024993,1,0.0013053978
FBgn0024996,1,0.0013053978
FBgn0024998,1,0.0013053978
FBgn0025109,1,0.0013053978
FBgn0025334,1,0.0013053978
FBgn0025352,1,0.0013053978
FBgn0025373,1,0.0013053978
FBgn0025383,1,0.0013053978
FBgn0025393,1,0.0013053978
FBgn0025457,1,0.0013053978
FBgn0025463,1,0.0013053978
FBgn0025519,1,0.0013053978
FBgn0025578,1,0.0013053978
FBgn0025582,1,0.0013053978
FBgn0025583,1,0.0013053978
FBgn0025624,1,0.0013053978
FBgn0025629,1,0.0013053978
FBgn0025634,1,0.0013053978
FBgn0025640,1,0.0013053978
FBgn0025680,1,0.0013053978
FBgn0025682,1,0.0013053978
FBgn0025700,1,0.0013053978
FBgn0025712,1,0.0013053978
FBgn0025716,1,0.0013053978
FBgn0025724,1,0.0013053978
FBgn0025739,1,0.0013053978
FBgn0025742,1,0.0013053978
FBgn0025808,1,0.0013053978
FBgn0025832,1,0.0013053978
FBgn0025866,1,0.0013053978
FBgn0025878,1,0.0013053978
FBgn0025881,1,0.0013053978
FBgn0025882,1,0.0013053978
FBgn0026015,1,0.0013053978
FBgn0026089,1,0.0013053978
FBgn0026090,1,0.0013053978
FBgn0026148,1,0.0013053978
FBgn0026149,1,0.0013053978
FBgn0026174,1,0.0013053978
FBgn0026196,1,0.0013053978
FBgn0026261,1,0.0013053978
FBgn0026268,1,0.0013053978
FBgn0026317,1,0.0013053978
FBgn0026371,1,0.0013053978
FBgn0026392,1,0.0013053978
FBgn0026393,1,0.0013053978
FBgn0026395,1,0.0013053978
FBgn0026400,1,0.0013053978
FBgn0026403,1,0.0013053978
FBgn0026433,1,0.0013053978
FBgn0026566,1,0.0013053978
FBgn0026582,1,0.0013053978
FBgn0026592,1,0.0013053978
FBgn0026634,1,0.0013053978
FBgn0026679,1,0.0013053978
FBgn0026755,1,0.0013053978
FBgn0026787,1,0.0013053978
FBgn0026878,1,0.0013053978
FBgn0027052,1,0.0013053978
FBgn0027055,1,0.0013053978
FBgn0027080,1,0.0013053978
FBgn0027091,1,0.0013053978
FBgn0027095,1,0.0013053978
FBgn0027106,1,0.0013053978
FBgn0027107,1,0.0013053978
FBgn0027329,1,0.0013053978
FBgn0027359,1,0.0013053978
FBgn0027363,1,0.0013053978
FBgn0027364,1,0.0013053978
FBgn0027376,1,0.0013053978
FBgn0027453,1,0.0013053978
FBgn0027490,1,0.0013053978
FBgn0027493,1,0.0013053978
FBgn0027503,1,0.0013053978
FBgn0027507,1,0.0013053978
FBgn0027509,1,0.0013053978
FBgn0027521,1,0.0013053978
FBgn0027525,1,0.0013053978
FBgn0027526,1,0.0013053978
FBgn0027538,1,0.0013053978
FBgn0027552,1,0.0013053978
FBgn0027560,1,0.0013053978
FBgn0027568,1,0.0013053978
FBgn0027572,1,0.0013053978
FBgn0027584,1,0.0013053978
FBgn0027599,1,0.0013053978
FBgn0027607,1,0.0013053978
FBgn0027609,1,0.0013053978
FBgn0027620,1,0.0013053978
FBgn0027783,1,0.0013053978
FBgn0027788,1,0.0013053978
FBgn0027794,1,0.0013053978
FBgn0027795,1,0.0013053978
FBgn0027841,1,0.0013053978
FBgn0027844,1,0.0013053978
FBgn0027864,1,0.0013053978
FBgn0027865,1,0.0013053978
FBgn0027868,1,0.0013053978
FBgn0027873,1,0.0013053978
FBgn0027945,1,0.0013053978
FBgn0027949,1,0.0013053978
FBgn0028327,1,0.0013053978
FBgn0028374,1,0.0013053978
FBgn0028381,1,0.0013053978
FBgn0028382,1,0.0013053978
FBgn0028398,1,0.0013053978
FBgn0028406,1,0.0013053978
FBgn0028416,1,0.0013053978
FBgn0028424,1,0.0013053978
FBgn0028426,1,0.0013053978
FBgn0028434,1,0.0013053978
FBgn0028467,1,0.0013053978
FBgn0028468,1,0.0013053978
FBgn0028473,1,0.0013053978
FBgn0028517,1,0.0013053978
FBgn0028526,1,0.0013053978
FBgn0028530,1,0.0013053978
FBgn0028532,1,0.0013053978
FBgn0028534,1,0.0013053978
FBgn0028538,1,0.0013053978
FBgn0028542,1,0.0013053978
FBgn0028544,1,0.0013053978
FBgn0028663,1,0.0013053978
FBgn0028684,1,0.0013053978
FBgn0028685,1,0.0013053978
FBgn0028694,1,0.0013053978
FBgn0028695,1,0.0013053978
FBgn0028700,1,0.0013053978
FBgn0028737,1,0.0013053978
FBgn0028744,1,0.0013053978
FBgn0028836,1,0.0013053978
FBgn0028837,1,0.0013053978
FBgn0028841,1,0.0013053978
FBgn0028857,1,0.0013053978
FBgn0028866,1,0.0013053978
FBgn0028878,1,0.0013053978
FBgn0028887,1,0.0013053978
FBgn0028889,1,0.0013053978
FBgn0028902,1,0.0013053978
FBgn0028919,1,0.0013053978
FBgn0028920,1,0.0013053978
FBgn0028944,1,0.0013053978
FBgn0028945,1,0.0013053978
FBgn0028947,1,0.0013053978
FBgn0028948,1,0.0013053978
FBgn0028970,1,0.0013053978
FBgn0028978,1,0.0013053978
FBgn0028982,1,0.0013053978
FBgn0028987,1,0.0013053978
FBgn0028997,1,0.0013053978
FBgn0029079,1,0.0013053978
FBgn0029088,1,0.0013053978
FBgn0029105,1,0.0013053978
FBgn0029117,1,0.0013053978
FBgn0029121,1,0.0013053978
FBgn0029137,1,0.0013053978
FBgn0029148,1,0.0013053978
FBgn0029174,1,0.0013053978
FBgn0029175,1,0.0013053978
FBgn0029501,1,0.0013053978
FBgn0029512,1,0.0013053978
FBgn0029514,1,0.0013053978
FBgn0029523,1,0.0013053978
FBgn0029608,1,0.0013053978
FBgn0029629,1,0.0013053978
FBgn0029643,1,0.0013053978
FBgn0029644,1,0.0013053978
FBgn0029645,1,0.0013053978
FBgn0029689,1,0.0013053978
FBgn0029693,1,0.0013053978
FBgn0029705,1,0.0013053978
FBgn0029709,1,0.0013053978
FBgn0029710,1,0.0013053978
FBgn0029714,1,0.0013053978
FBgn0029717,1,0.0013053978
FBgn0029718,1,0.0013053978
FBgn0029733,1,0.0013053978
FBgn0029736,1,0.0013053978
FBgn0029747,1,0.0013053978
FBgn0029771,1,0.0013053978
FBgn0029800,1,0.0013053978
FBgn0029812,1,0.0013053978
FBgn0029818,1,0.0013053978
FBgn0029833,1,0.0013053978
FBgn0029856,1,0.0013053978
FBgn0029859,1,0.0013053978
FBgn0029874,1,0.0013053978
FBgn0029906,1,0.0013053978
FBgn0029912,1,0.0013053978
FBgn0029913,1,0.0013053978
FBgn0029920,1,0.0013053978
FBgn0029924,1,0.0013053978
FBgn0029937,1,0.0013053978
FBgn0029944,1,0.0013053978
FBgn0029945,1,0.0013053978
FBgn0029947,1,0.0013053978
FBgn0029948,1,0.0013053978
FBgn0029957,1,0.0013053978
FBgn0029962,1,0.0013053978
FBgn0029977,1,0.0013053978
FBgn0029993,1,0.0013053978
FBgn0030025,1,0.0013053978
FBgn0030026,1,0.0013053978
FBgn0030028,1,0.0013053978
FBgn0030039,1,0.0013053978
FBgn0030050,1,0.0013053978
FBgn0030061,1,0.0013053978
FBgn0030081,1,0.0013053978
FBgn0030085,1,0.0013053978
FBgn0030088,1,0.0013053978
FBgn0030100,1,0.0013053978
FBgn0030102,1,0.0013053978
FBgn0030105,1,0.0013053978
FBgn0030116,1,0.0013053978
FBgn0030117,1,0.0013053978
FBgn0030137,1,0.0013053978
FBgn0030156,1,0.0013053978
FBgn0030162,1,0.0013053978
FBgn0030177,1,0.0013053978
FBgn0030178,1,0.0013053978
FBgn0030196,1,0.0013053978
FBgn0030200,1,0.0013053978
FBgn0030221,1,0.0013053978
FBgn0030239,1,0.0013053978
FBgn0030251,1,0.0013053978
FBgn0030259,1,0.0013053978
FBgn0030260,1,0.0013053978
FBgn0030262,1,0.0013053978
FBgn0030263,1,0.0013053978
FBgn0030297,1,0.0013053978
FBgn0030305,1,0.0013053978
FBgn0030307,1,0.0013053978
FBgn0030310,1,0.0013053978
FBgn0030314,1,0.0013053978
FBgn0030317,1,0.0013053978
FBgn0030327,1,0.0013053978
FBgn0030331,1,0.0013053978
FBgn0030332,1,0.0013053978
FBgn0030345,1,0.0013053978
FBgn0030356,1,0.0013053978
FBgn0030365,1,0.0013053978
FBgn0030374,1,0.0013053978
FBgn0030385,1,0.0013053978
FBgn0030386,1,0.0013053978
FBgn0030403,1,0.0013053978
FBgn0030435,1,0.0013053978
FBgn0030439,1,0.0013053978
FBgn0030447,1,0.0013053978
FBgn0030449,1,0.0013053978
FBgn0030456,1,0.0013053978
FBgn0030465,1,0.0013053978
FBgn0030466,1,0.0013053978
FBgn0030480,1,0.0013053978
FBgn0030482,1,0.0013053978
FBgn0030484,1,0.0013053978
FBgn0030492,1,0.0013053978
FBgn0030494,1,0.0013053978
FBgn0030500,1,0.0013053978
FBgn0030504,1,0.0013053978
FBgn0030524,1,0.0013053978
FBgn0030529,1,0.0013053978
FBgn0030536,1,0.0013053978
FBgn0030544,1,0.0013053978
FBgn0030551,1,0.0013053978
FBgn0030552,1,0.0013053978
FBgn0030556,1,0.0013053978
FBgn0030562,1,0.0013053978
FBgn0030563,1,0.0013053978
FBgn0030572,1,0.0013053978
FBgn0030573,1,0.0013053978
FBgn0030575,1,0.0013053978
FBgn0030584,1,0.0013053978
FBgn0030594,1,0.0013053978
FBgn0030595,1,0.0013053978
FBgn0030599,1,0.0013053978
FBgn0030638,1,0.0013053978
FBgn0030642,1,0.0013053978
FBgn0030655,1,0.0013053978
FBgn0030660,1,0.0013053978
FBgn0030661,1,0.0013053978
FBgn0030671,1,0.0013053978
FBgn0030688,1,0.0013053978
FBgn0030692,1,0.0013053978
FBgn0030729,1,0.0013053978
FBgn0030756,1,0.0013053978
FBgn0030768,1,0.0013053978
FBgn0030773,1,0.0013053978
FBgn0030776,1,0.0013053978
FBgn0030777,1,0.0013053978
FBgn0030786,1,0.0013053978
FBgn0030787,1,0.0013053978
FBgn0030800,1,0.0013053978
FBgn0030804,1,0.0013053978
FBgn0030813,1,0.0013053978
FBgn0030814,1,0.0013053978
FBgn0030823,1,0.0013053978
FBgn0030828,1,0.0013053978
FBgn0030851,1,0.0013053978
FBgn0030855,1,0.0013053978
FBgn0030858,1,0.0013053978
FBgn0030859,1,0.0013053978
FBgn0030870,1,0.0013053978
FBgn0030871,1,0.0013053978
FBgn0030874,1,0.0013053978
FBgn0030878,1,0.0013053978
FBgn0030880,1,0.0013053978
FBgn0030899,1,0.0013053978
FBgn0030900,1,0.0013053978
FBgn0030927,1,0.0013053978
FBgn0030929,1,0.0013053978
FBgn0030944,1,0.0013053978
FBgn0030947,1,0.0013053978
FBgn0030958,1,0.0013053978
FBgn0030963,1,0.0013053978
FBgn0030966,1,0.0013053978
FBgn0030968,1,0.0013053978
FBgn0030969,1,0.0013053978
FBgn0030973,1,0.0013053978
FBgn0030980,1,0.0013053978
FBgn0030990,1,0.0013053978
FBgn0030998,1,0.0013053978
FBgn0031020,1,0.0013053978
FBgn0031021,1,0.0013053978
FBgn0031036,1,0.0013053978
FBgn0031040,1,0.0013053978
FBgn0031050,1,0.0013053978
FBgn0031057,1,0.0013053978
FBgn0031062,1,0.0013053978
FBgn0031093,1,0.0013053978
FBgn0031104,1,0.0013053978
FBgn0031106,1,0.0013053978
FBgn0031111,1,0.0013053978
FBgn0031130,1,0.0013053978
FBgn0031135,1,0.0013053978
FBgn0031142,1,0.0013053978
FBgn0031143,1,0.0013053978
FBgn0031149,1,0.0013053978
FBgn0031184,1,0.0013053978
FBgn0031196,1,0.0013053978
FBgn0031208,1,0.0013053978
FBgn0031227,1,0.0013053978
FBgn0031231,1,0.0013053978
FBgn0031240,1,0.0013053978
FBgn0031244,1,0.0013053978
FBgn0031256,1,0.0013053978
FBgn0031263,1,0.0013053978
FBgn0031266,1,0.0013053978
FBgn0031283,1,0.0013053978
FBgn0031284,1,0.0013053978
FBgn0031304,1,0.0013053978
FBgn0031314,1,0.0013053978
FBgn0031315,1,0.0013053978
FBgn0031317,1,0.0013053978
FBgn0031324,1,0.0013053978
FBgn0031333,1,0.0013053978
FBgn0031351,1,0.0013053978
FBgn0031367,1,0.0013053978
FBgn0031378,1,0.0013053978
FBgn0031379,1,0.0013053978
FBgn0031391,1,0.0013053978
FBgn0031399,1,0.0013053978
FBgn0031403,1,0.0013053978
FBgn0031419,1,0.0013053978
FBgn0031430,1,0.0013053978
FBgn0031434,1,0.0013053978
FBgn0031437,1,0.0013053978
FBgn0031440,1,0.0013053978
FBgn0031442,1,0.0013053978
FBgn0031443,1,0.0013053978
FBgn0031458,1,0.0013053978
FBgn0031460,1,0.0013053978
FBgn0031463,1,0.0013053978
FBgn0031468,1,0.0013053978
FBgn0031469,1,0.0013053978
FBgn0031470,1,0.0013053978
FBgn0031471,1,0.0013053978
FBgn0031479,1,0.0013053978
FBgn0031492,1,0.0013053978
FBgn0031494,1,0.0013053978
FBgn0031512,1,0.0013053978
FBgn0031517,1,0.0013053978
FBgn0031529,1,0.0013053978
FBgn0031535,1,0.0013053978
FBgn0031544,1,0.0013053978
FBgn0031549,1,0.0013053978
FBgn0031558,1,0.0013053978
FBgn0031561,1,0.0013053978
FBgn0031563,1,0.0013053978
FBgn0031564,1,0.0013053978
FBgn0031596,1,0.0013053978
FBgn0031601,1,0.0013053978
FBgn0031607,1,0.0013053978
FBgn0031608,1,0.0013053978
FBgn0031609,1,0.0013053978
FBgn0031633,1,0.0013053978
FBgn0031639,1,0.0013053978
FBgn0031640,1,0.0013053978
FBgn0031643,1,0.0013053978
FBgn0031644,1,0.0013053978
FBgn0031651,1,0.0013053978
FBgn0031660,1,0.0013053978
FBgn0031661,1,0.0013053978
FBgn0031662,1,0.0013053978
FBgn0031663,1,0.0013053978
FBgn0031676,1,0.0013053978
FBgn0031684,1,0.0013053978
FBgn0031700,1,0.0013053978
FBgn0031710,1,0.0013053978
FBgn0031715,1,0.0013053978
FBgn0031720,1,0.0013053978
FBgn0031723,1,0.0013053978
FBgn0031726,1,0.0013053978
FBgn0031740,1,0.0013053978
FBgn0031763,1,0.0013053978
FBgn0031771,1,0.0013053978
FBgn0031772,1,0.0013053978
FBgn0031776,1,0.0013053978
FBgn0031778,1,0.0013053978
FBgn0031801,1,0.0013053978
FBgn0031824,1,0.0013053978
FBgn0031829,1,0.0013053978
FBgn0031830,1,0.0013053978
FBgn0031831,1,0.0013053978
FBgn0031851,1,0.0013053978
FBgn0031855,1,0.0013053978
FBgn0031873,1,0.0013053978
FBgn0031875,1,0.0013053978
FBgn0031877,1,0.0013053978
FBgn0031881,1,0.0013053978
FBgn0031886,1,0.0013053978
FBgn0031905,1,0.0013053978
FBgn0031908,1,0.0013053978
FBgn0031913,1,0.0013053978
FBgn0031925,1,0.0013053978
FBgn0031930,1,0.0013053978
FBgn0031940,1,0.0013053978
FBgn0031946,1,0.0013053978
FBgn0031959,1,0.0013053978
FBgn0031971,1,0.0013053978
FBgn0031973,1,0.0013053978
FBgn0031977,1,0.0013053978
FBgn0031979,1,0.0013053978
FBgn0031992,1,0.0013053978
FBgn0032002,1,0.0013053978
FBgn0032003,1,0.0013053978
FBgn0032004,1,0.0013053978
